question,top_0,top_1,top_2,top_3,top_4,SQL Query,ground_truth,execution_time,ground_truth_validity
Where have prices increased the most? The least?,"['How has the cost of living increased in different areas of the country over the last 5 years?', 0.8148347866510974]","['How much did food prices go up between 2019 and 2022?', 0.8086715501762166]","['What is the total amount of consumer spending in the United States, and how has it changed over time?', 0.7934005829673346]","['How does the inflation rate of the U.S. city average compare to specific cities within the last 5 years?', 0.7917142737339412]","['What was the inflation rate in each metro area from June 2022 through June 2023?', 0.7848001931895074]","SELECT cpi_2022.area_name, ((cpi_2022.value - cpi_2017.value) / cpi_2017.value) AS inflation_rate FROM bls_consumer_price_index cpi_2022, bls_consumer_price_index cpi_2017 WHERE cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'Annual' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_type = 'Region' AND cpi_2017.item_name = 'All items' AND cpi_2017.year = 2017 AND cpi_2017.period_name = 'Annual' AND cpi_2017.seasonal = 'Not Seasonally Adjusted' AND cpi_2017.area_type = 'Region' AND cpi_2022.area_name = cpi_2017.area_name ORDER BY inflation_rate DESC LIMIT 1
UNION
SELECT cpi_2022.area_name, ((cpi_2022.value - cpi_2017.value) / cpi_2017.value) AS inflation_rate FROM bls_consumer_price_index cpi_2022, bls_consumer_price_index cpi_2017 WHERE cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'Annual' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_type = 'Region' AND cpi_2017.item_name = 'All items' AND cpi_2017.year = 2017 AND cpi_2017.period_name = 'Annual' AND cpi_2017.seasonal = 'Not Seasonally Adjusted' AND cpi_2017.area_type = 'Region' AND cpi_2022.area_name = cpi_2017.area_name ORDER BY inflation_rate ASC LIMIT 1;","(SELECT t.item_name, (t.current_value - t.prev_value)/t.prev_value as inflation_rate, 'Top 5' as top_bottom FROM ( select item_name, period_name as month, year, value as current_value, LAG(value) OVER (PARTITION BY item_name ORDER BY year ASC) as prev_value from bls_consumer_price_index where area_name = 'U.S. city average' and year in (2022, 2023) and period_name = 'July' and seasonal = 'Not Seasonally Adjusted' ) as t WHERE t.year = 2023 ORDER BY (t.current_value - t.prev_value)/t.prev_value DESC NULLS LAST LIMIT 5) UNION (SELECT t.item_name, (t.current_value - t.prev_value)/t.prev_value as inflation_rate, 'Bottom 5' as top_bottom FROM ( select item_name, period_name as month, year, value as current_value, LAG(value) OVER (PARTITION BY item_name ORDER BY year ASC) as prev_value from bls_consumer_price_index where area_name = 'U.S. city average' and year in (2022, 2023) and period_name = 'July' and seasonal = 'Not Seasonally Adjusted' ) as t WHERE t.year = 2023 ORDER BY (t.current_value - t.prev_value)/t.prev_value ASC LIMIT 5) -- this query calculates the rate of inflation for each product category over the last year using the most recently-available month and year (July 2023) and shows the 5 product categories with the highest and lowest increases",30.165569881999545,True
How does the inflation rate of the U.S. city average compare to specific cities within the last 5 years?,"['What was the inflation rate in each metro area from June 2022 through June 2023?', 0.8458967678914869]","['How has the cost of living increased in different areas of the country over the last 5 years?', 0.8453759192378124]","['How does inflation in the Miami area compare to the rest of the United States?', 0.8408165433403073]","['What is the inflation rate?', 0.8205325416017196]","['What are the GDP trends for different regions and geographic areas in the United States?', 0.7983537655054906]","SELECT cpi_2022.area_name, ((cpi_2022.value - cpi_2017.value) / cpi_2017.value) AS inflation_rate FROM bls_consumer_price_index cpi_2022, bls_consumer_price_index cpi_2017 WHERE cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'Annual' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_name IN ('U.S. city average', 'Specific City Name') AND cpi_2017.item_name = 'All items' AND cpi_2017.year = 2017 AND cpi_2017.period_name = 'Annual' AND cpi_2017.seasonal = 'Not Seasonally Adjusted' AND cpi_2017.area_name IN ('U.S. city average', 'Specific City Name') AND cpi_2022.area_name = cpi_2017.area_name ORDER BY INFLATION_RATE DESC LIMIT 10 -- retrieves the overall inflation rate from 2017 to 2022 (the most recent 5 years) for the US city average and a specific city. Replace 'Specific City Name' with the name of the city you want to compare.","SELECT cpi_2022.area_name, ((cpi_2022.value - cpi_2017.value)/cpi_2017.value) as inflation_rate FROM bls_consumer_price_index cpi_2022, bls_consumer_price_index cpi_2017 WHERE cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'Annual' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_type IN ('Metro', 'Total') AND cpi_2017.item_name = 'All items' AND cpi_2017.year = 2017 AND cpi_2017.period_name = 'Annual' AND cpi_2017.seasonal = 'Not Seasonally Adjusted' AND cpi_2017.area_type IN ('Metro', 'Total') AND cpi_2022.area_name = cpi_2017.area_name ORDER BY inflation_rate DESC LIMIT 10 -- this query calculates the overall rate of inflation for the 25 metro areas with the highest inflation rate along with the US average inflation rate over the last 5 years",42.42070084400257,True
How has the cost of living increased in different areas of the country over the last 5 years?,"['How does the inflation rate of the U.S. city average compare to specific cities within the last 5 years?', 0.8638449430480403]","['Is the cost of living rising?', 0.8228587594735376]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.8120732421653614]","['What are the GDP trends for different regions and geographic areas in the United States?', 0.8064180074272707]","['What is the total amount of consumer spending in the United States, and how has it changed over time?', 0.8020271856413007]","SELECT cpi_2022.area_name, ((cpi_2022.value - cpi_2017.value)/cpi_2017.value) as inflation_rate FROM bls_consumer_price_index cpi_2022, bls_consumer_price_index cpi_2017 WHERE cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'Annual' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_type IN ('Metro', 'Total') AND cpi_2017.item_name = 'All items' AND cpi_2017.year = 2017 AND cpi_2017.period_name = 'Annual' AND cpi_2017.seasonal = 'Not Seasonally Adjusted' AND cpi_2017.area_type IN ('Metro', 'Total') AND cpi_2022.area_name = cpi_2017.area_name ORDER BY inflation_rate DESC LIMIT 10","SELECT cpi_2022.area_name, ((cpi_2022.value - cpi_2017.value) / cpi_2017.value) AS inflation_rate FROM bls_consumer_price_index cpi_2022, bls_consumer_price_index cpi_2017 WHERE cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'Annual' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_type = 'Region' AND cpi_2017.item_name = 'All items' AND cpi_2017.year = 2017 AND cpi_2017.period_name = 'Annual' AND cpi_2017.seasonal = 'Not Seasonally Adjusted' AND cpi_2017.area_type = 'Region' AND cpi_2022.area_name = cpi_2017.area_name ORDER BY INFLATION_RATE DESC LIMIT 10 -- retrieves the overall inflation rate from 2017 to 2022 (the most recent 5 years) by US area/region",18.732576708000124,True
What was the inflation rate in each metro area from June 2022 through June 2023?,"['How does the inflation rate of the U.S. city average compare to specific cities within the last 5 years?', 0.8349935150676456]","['What was the value of the consumer price index in May 2023?', 0.8255076478936878]","['What is the inflation rate?', 0.8168949091359836]","['How does inflation in the Miami area compare to the rest of the United States?', 0.8035906383792935]","['How much did food prices go up between 2019 and 2022?', 0.7943589528282283]","SELECT cpi_2022.area_name, ((cpi_2023.value - cpi_2022.value)/cpi_2022.value) as inflation_rate FROM bls_consumer_price_index cpi_2023, bls_consumer_price_index cpi_2022 WHERE cpi_2023.item_name = 'All items' AND cpi_2023.year = 2023 AND cpi_2023.period_name = 'June' AND cpi_2023.seasonal = 'Not Seasonally Adjusted' AND cpi_2023.area_type = 'Metro' AND cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'June' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_type = 'Metro' AND cpi_2023.area_name = cpi_2022.area_name ORDER BY inflation_rate DESC","SELECT cpi_2023.area_name, ((cpi_2023.value - cpi_2022.value)/cpi_2022.value) as inflation_rate FROM bls_consumer_price_index cpi_2023, bls_consumer_price_index cpi_2022 WHERE cpi_2023.item_name = 'All items' AND cpi_2023.year = 2023 AND cpi_2023.period_name = 'June' AND cpi_2023.seasonal = 'Not Seasonally Adjusted' AND cpi_2023.area_type = 'Metro' AND cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'June' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_type = 'Metro' AND cpi_2023.area_name = cpi_2022.area_name ORDER BY inflation_rate DESC LIMIT 10 -- this query calculates the overall rate of inflation for each metro area from June 2022 to June 2023",13.746868178997829,True
How does inflation in the Miami area compare to the rest of the United States?,"['How does the inflation rate of the U.S. city average compare to specific cities within the last 5 years?', 0.8591990606185625]","['What was the inflation rate in each metro area from June 2022 through June 2023?', 0.8282319497798052]","['How has the cost of living increased in different areas of the country over the last 5 years?', 0.8142890259216211]","['What is the inflation rate?', 0.80453686809048]","['What are the GDP trends for different regions and geographic areas in the United States?', 0.7847791813610185]","SELECT cpi_2022.area_name, ((cpi_2022.value - cpi_2017.value)/cpi_2017.value) as inflation_rate FROM bls_consumer_price_index cpi_2022, bls_consumer_price_index cpi_2017 WHERE cpi_2022.item_name = 'All items' AND cpi_2022.year = 2022 AND cpi_2022.period_name = 'Annual' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.area_type IN ('Metro', 'Total') AND cpi_2017.item_name = 'All items' AND cpi_2017.year = 2017 AND cpi_2017.period_name = 'Annual' AND cpi_2017.seasonal = 'Not Seasonally Adjusted' AND cpi_2017.area_type IN ('Metro', 'Total') AND cpi_2022.area_name = cpi_2017.area_name AND (cpi_2022.area_name = 'Miami' OR cpi_2022.area_name = 'U.S. city average') ORDER BY inflation_rate DESC -- this query calculates the overall rate of inflation for Miami and the US average over the last 5 years","SELECT cpi_2022.area_name, (cpi_2023.value - cpi_2022.value)/cpi_2022.value as rate_of_inflation FROM bls_consumer_price_index cpi_2023, bls_consumer_price_index cpi_2022 WHERE cpi_2023.area_name IN ('Miami-Fort Lauderdale-West Palm Beach, FL', 'U.S. city average') AND cpi_2023.item_name = 'All items' AND cpi_2023.seasonal = 'Not Seasonally Adjusted' AND cpi_2023.period_name = 'June' AND cpi_2023.year = '2023' AND cpi_2022.area_name IN ('Miami-Fort Lauderdale-West Palm Beach, FL', 'U.S. city average') AND cpi_2022.item_name = 'All items' AND cpi_2022.seasonal = 'Not Seasonally Adjusted' AND cpi_2022.period_name = 'June' AND cpi_2022.year = '2022' AND cpi_2023.area_name = cpi_2022.area_name -- calculates the rate of inflation for the Miami area compared to the entire US from June 2022 to June 2023",29.285441657000774,True
What jobs have grown the most since 2020?,"['What is the employment rate trend over the years in the US?', 0.7950378524947572]","['Which industries had the most job openings in West region in 2022?', 0.7906370255447419]","['Which industries grew the most between 2010 and 2020 in Georgia?', 0.790016798121773]","['Has the unemployment rate risen since 2020 in California?', 0.7869855664730114]","['How many people were employed in the construction industry in 2020?', 0.781940274228237]","SELECT job_title, (value_2021 - value_2020) as growth 
FROM bls_employment_projections 
WHERE year IN (2020, 2021) 
AND projection_type = 'Employment' 
GROUP BY job_title 
ORDER BY growth DESC 
LIMIT 10;","SELECT ce_2023.industry_name, (ce_2023.value - ce_2020.value)/ce_2020.value as rate_of_increase FROM bls_current_employment ce_2023, bls_current_employment ce_2020 WHERE ce_2023.data_type = 'ALL EMPLOYEES, THOUSANDS' AND ce_2023.period_name = 'July' AND ce_2023.year = 2023 AND ce_2023.seasonal = 'Seasonally Adjusted' AND ce_2020.data_type = 'ALL EMPLOYEES, THOUSANDS' AND ce_2020.period_name = 'January' AND ce_2020.year = 2020 AND ce_2020.seasonal = 'Seasonally Adjusted' AND ce_2023.industry_name = ce_2020.industry_name ORDER BY rate_of_increase DESC LIMIT 10 -- calculates the rate of increase in the number of employees in each industry since January 2020 and selects the top 25",3.75590840699806,True
What industries and sectors contribute the most to GDP?,"['Which industry contributed most to GDP growth in Virginia in 1982?', 0.8218496403605421]","['Which industry contributed most to GDP growth in Wisconsin in 1964?', 0.8183279214678048]","['Which industry contributed most to GDP growth in Colorado in 1994?', 0.816460296341301]","['What industries most impacted GDP in Georgia in 2017?', 0.8098092334127124]","['Which industry contributed most to GDP growth in Oklahoma in 1973?', 0.8081951083933385]","SELECT industry_name, SUM(value) as total_contribution 
FROM bea_gross_domestic_product_by_year 
WHERE industry_type IN ('Sector', 'Industry') 
AND measurement_name = 'Real GDP by state' 
GROUP BY industry_name 
ORDER BY total_contribution DESC","SELECT industry_name, value FROM bea_gross_domestic_product_by_year WHERE measurement_name = 'Real GDP by state' AND area_name = 'United States' AND industry_type = 'Sector' AND year = 2022 ORDER BY value DESC LIMIT 10;",3.562844493997545,True
What are the GDP trends for different regions and geographic areas in the United States?,"['What is the employment rate trend over the years in the US?', 0.8201430099483621]","['What is the total amount of consumer spending in the United States, and how has it changed over time?', 0.8201317339428027]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.8074563293939564]","['How has the cost of living increased in different areas of the country over the last 5 years?', 0.806797006515055]","['How does the inflation rate of the U.S. city average compare to specific cities within the last 5 years?', 0.7951505726641809]","SELECT region_name, year, value as GDP FROM bea_gdp_by_region WHERE area_type = 'Region' ORDER BY year DESC, region_name;","SELECT gdp_q4_2022.area_name, gdp_q4_2022.area_type, (1 + (gdp_q4_2022.value - gdp_q3_2022.value)/gdp_q3_2022.value)^4 -1 as gdp_growth_rate FROM bea_gross_domestic_product_by_quarter as gdp_q4_2022 INNER JOIN bea_gross_domestic_product_by_quarter as gdp_q3_2022 ON gdp_q4_2022.area_name = gdp_q3_2022.area_name WHERE gdp_q4_2022.measurement_name = 'Real GDP by state' AND gdp_q4_2022.industry_type = 'Total' AND gdp_q4_2022.year = 2022 AND gdp_q4_2022.quarter = 'Q4' AND gdp_q4_2022.area_type != 'Nationwide' AND gdp_q3_2022.measurement_name = 'Real GDP by state' AND gdp_q3_2022.industry_type = 'Total' AND gdp_q3_2022.year = 2022 AND gdp_q3_2022.quarter = 'Q3' AND gdp_q3_2022.area_type != 'Nationwide' GROUP BY gdp_q4_2022.area_name, gdp_q4_2022.area_type, gdp_q4_2022.value, gdp_q3_2022.value ORDER BY gdp_q4_2022.area_type, gdp_growth_rate DESC LIMIT 10",1.8339145690006262,True
How much does government spending impact GDP?,"['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.8109195470582674]","['What is the total amount of consumer spending in the United States, and how has it changed over time?', 0.8065551566762503]","['What are the GDP trends for different regions and geographic areas in the United States?', 0.7860197130256309]","['What was GDP in Washington in 2019?', 0.78573317980813]","['What was the GDP of Utah in 2013?', 0.7644081769731256]","SELECT year, (government_spending.value / gdp.value) as government_impact_on_gdp FROM bea_government_spending_by_year as government_spending INNER JOIN bea_gross_domestic_product_by_year as gdp ON government_spending.year = gdp.year WHERE gdp.area_type = 'Nationwide' AND gdp.measurement_name = 'Real GDP by state' AND gdp.industry_type = 'Total' AND government_spending.area_type = 'Nationwide' ORDER BY year;","SELECT gov.value AS government_value, gov.value/total.value AS government_proportion FROM bea_gross_domestic_product_by_quarter AS gov, bea_gross_domestic_product_by_quarter AS total WHERE gov.measurement_name = 'Real GDP by state' AND gov.industry_name = 'Government and government enterprises' AND gov.year = 2022 AND gov.quarter = 'Q4' AND gov.area_type = 'Nationwide' AND total.measurement_name = 'Real GDP by state' AND total.industry_name = 'All industry total' AND total.year = 2022 AND total.quarter = 'Q4' AND total.area_type = 'Nationwide' LIMIT 10",9.60116777300209,True
"What is the total amount of consumer spending in the United States, and how has it changed over time?","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.8490393981694419]","['What are the GDP trends for different regions and geographic areas in the United States?', 0.7853980117727333]","['How much does government spending impact GDP?', 0.7814841443320721]","['How much money do people in Kansas spend on Food and beverages purchased for off-premises consumption per capita?', 0.7701973537189777]","['What is the employment rate trend over the years in the US?', 0.7696120240717025]","SELECT year, SUM(value) as total_spending FROM bea_personal_consumption_expenditures_aggregate WHERE area_type = 'Nationwide' AND product_category_type = 'Product Type' GROUP BY year ORDER BY year;",SELECT value as total_spending FROM bea_personal_consumption_expenditures_aggregate WHERE product_category_name = 'Total personal consumption expenditures' AND area_type = 'Nationwide' AND year = 2021;,2.8185830430011265,True
"What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?","['What is the total amount of consumer spending in the United States, and how has it changed over time?', 0.8523869618991762]","['How much does government spending impact GDP?', 0.7886512122559807]","['What percentage of the population is working or actively seeking work?', 0.7849775265039937]","[""What percent of Colorado's economy is the Insurance carriers and related activities industry in 2022?"", 0.7789069230596678]","['How much money do people in Kansas spend on Food and beverages purchased for off-premises consumption per capita?', 0.7788125275850176]","SELECT product_category_name, value/(SELECT SUM(value) FROM bea_personal_consumption_expenditures_aggregate WHERE year = (SELECT MAX(year) FROM bea_personal_consumption_expenditures_aggregate) AND area_type = 'Nationwide') AS percentage FROM bea_personal_consumption_expenditures_aggregate WHERE product_category_name IN ('Housing and utilities', 'Food and beverages purchased for off-premises consumption', 'Transportation services', 'Healthcare', 'Recreation services') AND year = (SELECT MAX(year) FROM bea_personal_consumption_expenditures_aggregate) AND area_type = 'Nationwide';","SELECT product_category_name, value as total_spending, value/(SELECT value FROM bea_personal_consumption_expenditures_aggregate WHERE area_type = 'Nationwide' AND product_category_name = 'Total personal consumption expenditures' AND year = 2021) as proportion_of_total FROM bea_personal_consumption_expenditures_aggregate WHERE area_type = 'Nationwide' AND product_category_type = 'Product Type' AND year = 2021 ORDER BY proportion_of_total DESC NULLS LAST LIMIT 10;",14.882718923996435,True
What percentage of the population is working or actively seeking work?,"['What is the employment rate trend over the years in the US?', 0.8212564490873002]","['What was the unemployment rate for men and women in 2018?', 0.8187778986263174]","['What was the unemployment rate for immigrants and native born Americans in 2018?', 0.8161363041904283]","['What percent of employees quit their jobs in the Total private industry in April 2005?', 0.8137368860931156]","['What percentage of consumer spending is allocated to different categories such as housing, food, transportation, healthcare, and entertainment?', 0.8137174003649938]","SELECT year, value as labor_force_participation_rate FROM bls_labor_force_statistics WHERE period_name = 'Annual' AND age_group = '16 years and over' AND labor_force_status = 'Labor force participation rate' AND foreign_native_born = 'N/A' AND certification_license_status = 'N/A' AND children = 'N/A' AND class_of_worker = 'N/A' AND disabled_status = 'N/A' AND length_of_unemployment = 'N/A' AND level_of_education = 'All educational levels' AND labor_force_entrant_status = 'N/A' AND experience_level = 'N/A' AND head_of_family = 'N/A' AND hours_worked_bucket = 'N/A' AND industry_name = 'All Industries' AND wants_job = 'N/A' AND reason_looking = 'N/A' AND marriage_status = 'N/A' AND multiple_job_holder_status = 'N/A' AND occupation = 'All Occupations' AND hispanic_origin = 'All Origins' AND race = 'All Races' AND sex = 'Both Sexes' AND veteran_status = 'N/A' ORDER BY year DESC LIMIT 10;",SELECT value as labor_force_participation_rate FROM bls_labor_force_statistics WHERE year = 2023 AND period_name = 'July' AND seasonal = 'Seasonally Adjusted' AND age_group = '16 years and over' AND labor_force_status = 'Civilian labor force participation rate' AND foreign_native_born = 'N/A' AND certification_license_status = 'N/A' AND children = 'N/A' AND class_of_worker = 'N/A' AND disabled_status = 'N/A' AND length_of_unemployment = 'N/A' AND level_of_education = 'All educational levels' AND labor_force_entrant_status = 'N/A' AND experience_level = 'N/A' AND head_of_family = 'N/A' AND hours_worked_bucket = 'N/A' AND industry_name = 'All Industries' AND wants_job = 'N/A' AND reason_looking = 'N/A' AND marriage_status = 'N/A' AND multiple_job_holder_status = 'N/A' AND occupation = 'All Occupations' AND hispanic_origin = 'All Origins' AND race = 'All Races' AND sex = 'Both Sexes' AND veteran_status = 'N/A' LIMIT 10,22.260722080998676,False
Has the unemployment rate risen since 2020 in California?,"['What is the employment rate trend over the years in the US?', 0.8150325558226608]","['What was the unemployment rate in 2018?', 0.8140781080279899]","['What was the unemployment rate for men and women in 2018?', 0.8004212587997404]","['What was the unemployment rate for immigrants and native born Americans in 2018?', 0.7973037447185171]","['How did the unemployment rate differ by education level in 2018', 0.78672696116265]","SELECT year, AVG(value) as unemployment_rate 
FROM bls_labor_force_statistics 
WHERE period_name = 'Annual' 
AND year >= 2020 
AND state = 'California' 
AND labor_force_status = 'Unemployment rate' 
GROUP BY year 
ORDER BY year;","SELECT year, value FROM bls_local_area_unemployment_statistics WHERE area_name = 'California' AND measure = 'unemployment rate' AND area_type = 'statewide' AND period_type = 'yearly (calendar year)' AND year >= 2020 LIMIT 10",3.7343628000016906,True
How did the unemployment rate differ by education level in 2018,"['What was the unemployment rate in 2018?', 0.8820146015378681]","['What was the unemployment rate for men and women in 2018?', 0.8753246960322753]","['What was the unemployment rate for immigrants and native born Americans in 2018?', 0.8536257495547837]","['What is the employment rate trend over the years in the US?', 0.8336007873126031]","['Has the unemployment rate risen since 2020 in California?', 0.7997128318404478]","SELECT level_of_education, AVG(value) as unemployment_rate FROM bls_labor_force_statistics WHERE period_name = 'Annual' AND year = 2018 AND age_group = '16 years and over' AND labor_force_status = 'Unemployment rate' AND foreign_native_born = 'N/A' AND certification_license_status = 'N/A' AND children = 'N/A' AND class_of_worker = 'N/A' AND disabled_status = 'N/A' AND length_of_unemployment = 'N/A' AND labor_force_entrant_status = 'N/A' AND experience_level = 'N/A' AND head_of_family = 'N/A' AND hours_worked_bucket = 'N/A' AND industry_name = 'All Industries' AND wants_job = 'N/A' AND reason_looking = 'N/A' AND marriage_status = 'N/A' AND multiple_job_holder_status = 'N/A' AND occupation = 'All Occupations' AND hispanic_origin = 'All Origins' AND race = 'All Races' AND sex = 'Both Sexes' AND veteran_status = 'N/A' GROUP BY level_of_education","SELECT unemployed_2018.level_of_education, unemployed_2018.value as unemployed, total_2018.value as labor_force, unemployed_2018.value/total_2018.value AS unemployment_rate FROM bls_labor_force_statistics unemployed_2018, bls_labor_force_statistics total_2018 WHERE unemployed_2018.period_name = 'Annual' AND unemployed_2018.year = 2018 AND unemployed_2018.age_group = '25 years and over' AND unemployed_2018.labor_force_status = 'Unemployed' AND unemployed_2018.foreign_native_born = 'N/A' AND unemployed_2018.industry_name = 'All Industries' AND unemployed_2018.hispanic_origin = 'All Origins' AND unemployed_2018.RACE = 'All Races' AND unemployed_2018.SEX = 'Both Sexes' AND unemployed_2018.veteran_status = 'N/A' AND unemployed_2018.level_of_education != 'All educational levels' AND total_2018.period_name = 'Annual' AND total_2018.year = 2018 AND total_2018.age_group = '25 years and over' AND total_2018.labor_force_status = 'Civilian labor force' AND total_2018.foreign_native_born = 'N/A' AND total_2018.industry_name = 'All Industries' AND total_2018.hispanic_origin = 'All Origins' AND total_2018.RACE = 'All Races' AND total_2018.SEX = 'Both Sexes' AND total_2018.veteran_status = 'N/A' AND total_2018.level_of_education != 'All educational levels' AND total_2018.level_of_education = unemployed_2018.level_of_education AND total_2018.year = unemployed_2018.year",12.824189811002725,True
How many people were employed in the construction industry in 2020?,"['What percent of employees quit their jobs in the Government industry in March 2020?', 0.80069725448934]","['How many Quits were there in Retail trade in 2022?', 0.7990728906123414]","['How many Job openings were there in Education and health services in 2013?', 0.7985629010372374]","['What was the unemployment rate in 2018?', 0.7948808602072798]","['What percent of employees quit their jobs in the Leisure and hospitality industry in December 2022?', 0.7909917461027749]",SELECT value as employment FROM bls_labor_force_statistics WHERE period_name = 'Annual' AND year = 2020 AND age_group = '16 years and over' AND labor_force_status = 'Employment' AND foreign_native_born = 'N/A' AND certification_license_status = 'N/A' AND children = 'N/A' AND class_of_worker = 'N/A' AND disabled_status = 'N/A' AND length_of_unemployment = 'N/A' AND level_of_education = 'All educational levels' AND labor_force_entrant_status = 'N/A' AND experience_level = 'N/A' AND head_of_family = 'N/A' AND hours_worked_bucket = 'N/A' AND industry_name = 'Construction' AND wants_job = 'N/A' AND reason_looking = 'N/A' AND marriage_status = 'N/A' AND multiple_job_holder_status = 'N/A' AND occupation = 'All Occupations' AND hispanic_origin = 'All Origins' AND race = 'All Races' AND sex = 'Both Sexes' AND veteran_status = 'N/A',SELECT value as construction_employment FROM bls_labor_force_statistics WHERE YEAR = 2020 AND industry_name = 'Construction' AND PERIOD_NAME = 'Annual' AND labor_force_status = 'Employed' AND occupation = 'All Occupations' AND age_group = '16 years and over' AND race = 'All Races' AND foreign_native_born = 'N/A' AND hispanic_origin = 'All Origins' AND sex = 'Both Sexes' AND working_status = 'N/A';,20.906920084002195,True
What are the salaries of the states with the highest salaries in 2022?,"['What is the median annual income for the top 10 states with the highest GDP?', 0.8125073237352823]","['What was the inflation rate in each metro area from June 2022 through June 2023?', 0.7854030698471435]","['How has the cost of living increased in different areas of the country over the last 5 years?', 0.773613352156815]","['What is the median salary in Washington state?', 0.7641670932602097]","[""What percent of Colorado's economy is the Insurance carriers and related activities industry in 2022?"", 0.7636361295278816]","SELECT location_name, MAX(value) * 52 AS annual_salary 
FROM bls_earnings 
WHERE year = 2022 
AND measure = 'Median usual weekly earnings - in current dollars (second quartile)' 
AND union_status = 'N/A' 
AND industry_name = 'All Industries' 
AND occupation_name = 'All Occupations' 
AND age = '16 years and over' 
AND race = 'All Races' 
AND national_origin = 'All Origins' 
AND sex = 'Both Sexes' 
AND native_foreign_born = 'N/A' 
GROUP BY location_name 
ORDER BY annual_salary DESC 
LIMIT 10;","SELECT location_name, value * 52 AS median_weekly_earnings FROM bls_earnings WHERE year = 2022 AND location_name != 'U.S. Total' AND measure = 'Median usual weekly earnings - in current dollars (second quartile)' AND union_status = 'N/A' AND industry_name = 'All Industries' AND occupation_name = 'All Occupations' AND education = 'All educational levels' AND age = '16 years and over' AND race = 'All Races' AND national_origin = 'All Origins' AND sex = 'Both Sexes' AND native_foreign_born = 'N/A' ORDER BY value DESC LIMIT 10;",12.5186440389989,True
What was GDP in Washington in 2019?,"['What was the GDP of Maryland in 2019?', 0.8537677709999442]","['What was the GDP of Oregon in 1999?', 0.8377051998917636]","['What was the GDP of Michigan in 2013?', 0.8235293186518843]","['What was the GDP of Utah in 2013?', 0.8233894892796902]","['What are the GDP trends for different regions and geographic areas in the United States?', 0.8057495030581199]",SELECT value FROM bea_gross_domestic_product_by_year WHERE area_name = 'Washington' AND measurement_name = 'Real GDP by state' AND industry_type = 'Total' AND year = 2019,SELECT value as gdp_2019 FROM bea_gross_domestic_product_by_year WHERE area_name = 'Washington' AND measurement_name = 'Real GDP by state' AND year = 2019 AND industry_type = 'Total';,2.8037586540012853,True
Where is the unemployment rate the highest?,"['What was the unemployment rate in 2018?', 0.844082667236305]","['What was the unemployment rate for men and women in 2018?', 0.8320651646046318]","['What was the unemployment rate for immigrants and native born Americans in 2018?', 0.8228645766402075]","['What is the employment rate trend over the years in the US?', 0.8210367019414497]","['What is the unemployment rate in Denver CO?', 0.8136893235868556]","SELECT area_name, MAX(value) as highest_unemployment_rate FROM bls_local_area_unemployment_statistics WHERE measure = 'unemployment rate' GROUP BY area_name ORDER BY highest_unemployment_rate DESC LIMIT 1;","SELECT area_name, value AS unemployment_rate FROM bls_local_area_unemployment_statistics WHERE measure = 'unemployment rate' AND year = 2023 AND period_name = 'July' AND seasonal = 'Seasonally Adjusted' AND area_type = 'statewide' ORDER BY unemployment_rate DESC;",3.5154042440008197,True
